sn,fault_time,msg_feature,server_model
SERVER_26705,2020-01-15 19:57:00,"[[238, 131, 4, 76, 1, 0], [214, 13, 4, 76, 1, 0], [238, 131, 0, 76, 1, 0], [207, 13, 4, 76, 1, 0], [233, 20, 4, 75, 6, 7], [233, 26, 4, 75, 5, 7], [254, 255, 0, 75, 5, 7], [254, 255, 4, 75, 1, 0], [2, 242, 4, 74, 3, 7], [251, 252, 4, 74, 3, 7], [236, 3, 0, 71, 4, 7], [259, 132, 0, 69, 2, 5], [236, 261, 0, 69, 3, 6], [262, 263, 4, 67, 2, 5]]",13
SERVER_26723,2020-06-11 20:53:00,"[[214, 42, 4, 97, 2, 6], [214, 42, 9, 97, 2, 6], [260, 8, 4, 69, 1, 0], [257, 258, 4, 63, 2, 3], [2, 243, 4, 61, 1, 0], [251, 252, 4, 61, 1, 0]]",13
SERVER_25760,2020-06-29 09:08:00,"[[260, 8, 4, 69, 1, 0], [257, 258, 4, 62, 2, 3], [2, 243, 4, 59, 1, 0], [251, 252, 4, 59, 1, 0]]",13
SERVER_14530,2020-05-30 14:44:00,"[[250, 95, 4, 75, 2, 4], [250, 23, 4, 75, 9, 4], [259, 132, 4, 75, 1, 0], [236, 3, 4, 74, 1, 0]]",13
SERVER_25824,2020-05-11 18:23:00,"[[233, 26, 4, 77, 1, 0], [254, 255, 0, 77, 1, 0], [265, 255, 4, 77, 1, 0], [233, 20, 4, 75, 1, 0], [257, 258, 4, 75, 2, 2], [2, 242, 4, 75, 1, 0], [251, 252, 4, 75, 1, 0], [259, 132, 4, 75, 1, 0], [259, 132, 0, 75, 1, 0], [236, 3, 0, 75, 1, 0], [236, 3, 4, 75, 1, 0]]",13
SERVER_25728,2020-04-17 11:43:00,"[[282, 290, 291, 52, 1, 0], [282, 189, 283, 52, 1, 0], [222, 3, 0, 51, 1, 0], [236, 261, 0, 51, 2, 7], [233, 26, 4, 51, 2, 7], [262, 263, 4, 40, 1, 0], [2, 243, 4, 39, 1, 0], [271, 163, 4, 2, 3, 3], [233, 20, 4, 1, 1, 0], [236, 3, 0, 1, 1, 0]]",13
SERVER_26696,2020-04-01 05:10:00,"[[259, 132, 4, 78, 1, 0], [236, 3, 4, 78, 1, 0], [254, 255, 4, 54, 1, 0], [236, 261, 4, 54, 1, 0], [233, 26, 4, 54, 1, 0], [233, 20, 4, 54, 1, 0], [257, 258, 4, 54, 2, 2], [2, 242, 4, 53, 1, 0], [251, 252, 4, 53, 1, 0], [220, 152, 4, 46, 1, 0]]",13
SERVER_25796,2020-06-12 08:57:00,"[[233, 26, 4, 65, 1, 0], [236, 261, 4, 65, 1, 0], [265, 255, 4, 65, 1, 0], [259, 132, 4, 64, 2, 2], [233, 20, 4, 64, 1, 0], [257, 258, 4, 64, 2, 2], [2, 242, 4, 62, 1, 0], [251, 252, 4, 62, 1, 0]]",13
SERVER_3477,2020-06-03 19:06:00,"[[2, 243, 4, 92, 1, 0], [251, 252, 4, 92, 1, 0]]",13
SERVER_25731,2020-09-23 12:05:00,"[[264, 0, 0, 98, 5, 9], [264, 0, 0, 91, 6, 9], [236, 261, 4, 67, 1, 0], [233, 26, 4, 67, 1, 0], [233, 20, 4, 67, 1, 0], [2, 242, 4, 66, 1, 0], [251, 252, 4, 66, 1, 0]]",13
SERVER_26699,2020-10-07 12:33:00,"[[236, 261, 4, 70, 1, 0], [233, 26, 4, 70, 1, 0], [265, 255, 4, 70, 1, 0], [233, 20, 4, 70, 1, 0], [257, 258, 4, 70, 2, 2], [2, 242, 4, 70, 1, 0], [250, 23, 4, 58, 14, 7]]",13
SERVER_26695,2020-09-27 13:54:00,"[[260, 8, 4, 63, 1, 0], [257, 258, 4, 61, 2, 2], [2, 243, 4, 60, 1, 0], [251, 252, 4, 60, 1, 0]]",13
SERVER_26727,2020-05-06 13:22:00,"[[236, 3, 4, 65, 1, 0], [236, 3, 0, 65, 1, 0], [236, 261, 0, 65, 1, 0], [233, 26, 4, 65, 1, 0], [236, 261, 4, 65, 1, 0], [233, 20, 4, 65, 1, 0], [254, 255, 4, 65, 1, 0], [265, 255, 4, 65, 1, 0], [254, 255, 0, 65, 1, 0], [259, 132, 4, 65, 1, 0], [259, 132, 0, 65, 1, 0], [257, 258, 4, 64, 2, 2], [2, 242, 4, 63, 1, 0], [251, 252, 4, 63, 1, 0]]",13
SERVER_14578,2020-07-07 22:41:00,"[[259, 132, 0, 80, 1, 0], [259, 132, 4, 80, 1, 0], [236, 3, 0, 80, 1, 0], [236, 3, 4, 80, 1, 0], [256, 132, 0, 79, 1, 0], [256, 132, 4, 79, 1, 0], [236, 261, 0, 42, 1, 0], [236, 261, 4, 42, 1, 0], [233, 26, 4, 42, 1, 0], [265, 255, 4, 42, 1, 0], [254, 255, 0, 42, 1, 0]]",13
SERVER_2574,2020-08-08 01:12:00,"[[250, 23, 4, 100, 20, 5], [265, 255, 4, 68, 1, 0], [254, 255, 4, 68, 1, 0], [236, 261, 4, 68, 1, 0], [233, 26, 4, 68, 1, 0], [233, 20, 4, 68, 1, 0], [2, 242, 4, 67, 1, 0], [251, 252, 4, 67, 1, 0]]",13
SERVER_14405,2020-10-03 01:52:00,"[[250, 23, 4, 73, 3, 6], [250, 95, 4, 57, 1, 0], [236, 3, 4, 57, 1, 0]]",13
SERVER_2286,2020-05-07 15:32:00,"[[2, 243, 4, 65, 1, 0], [251, 252, 4, 64, 1, 0]]",13
SERVER_14979,2020-04-03 07:12:00,"[[2, 243, 4, 86, 1, 0], [251, 252, 4, 86, 1, 0], [259, 132, 4, 70, 1, 0], [236, 3, 4, 70, 1, 0]]",13
SERVER_26745,2020-05-23 16:47:00,"[[2, 243, 4, 96, 1, 0], [251, 252, 4, 96, 1, 0], [2, 243, 4, 76, 1, 0], [251, 252, 4, 76, 1, 0], [259, 132, 4, 76, 1, 0], [236, 3, 4, 76, 1, 0]]",16
SERVER_26717,2020-09-03 15:49:00,"[[257, 258, 4, 68, 3, 7], [2, 242, 4, 67, 2, 5], [315, 189, 4, 67, 1, 0], [317, 189, 4, 67, 1, 0], [319, 189, 4, 67, 1, 0], [296, 189, 4, 67, 1, 0], [320, 189, 4, 67, 1, 0], [321, 189, 4, 67, 1, 0], [313, 189, 4, 67, 1, 0], [318, 189, 4, 67, 1, 0], [251, 252, 4, 67, 3, 7], [233, 26, 4, 66, 1, 0], [265, 255, 4, 66, 1, 0], [233, 20, 4, 66, 1, 0], [268, 189, 4, 51, 1, 0], [312, 3, 4, 49, 8, 5], [312, 261, 4, 49, 7, 5], [282, 189, 4, 48, 1, 0], [284, 285, 4, 47, 1, 0], [309, 3, 4, 46, 3, 7], [2, 243, 4, 46, 1, 0], [309, 261, 4, 45, 3, 7]]",16
SERVER_2159,2020-03-29 09:03:00,"[[267, 263, 4, 96, 15, 9], [233, 26, 4, 92, 1, 0], [259, 132, 4, 92, 3, 5], [233, 20, 4, 92, 1, 0], [250, 23, 4, 92, 15, 5], [2, 242, 4, 92, 1, 0], [250, 95, 4, 92, 2, 3], [267, 310, 4, 90, 1, 0], [267, 263, 4, 87, 13, 9], [236, 3, 4, 71, 1, 0], [233, 26, 4, 69, 1, 0], [236, 261, 4, 69, 1, 0], [233, 20, 4, 69, 1, 0], [259, 132, 4, 69, 1, 0], [250, 23, 4, 68, 18, 6], [2, 242, 4, 68, 1, 0], [250, 95, 4, 66, 2, 5], [2, 243, 4, 65, 2, 5]]",16
SERVER_26818,2020-09-23 11:51:00,"[[233, 26, 4, 80, 6, 7], [265, 255, 4, 80, 7, 7], [222, 3, 4, 79, 11, 7], [233, 20, 4, 79, 2, 6], [257, 258, 4, 79, 6, 7], [207, 42, 4, 79, 2, 7], [259, 132, 4, 77, 4, 5], [250, 23, 4, 76, 1, 0], [250, 95, 4, 76, 1, 0], [236, 3, 4, 76, 1, 0], [236, 261, 4, 76, 1, 0], [214, 42, 4, 76, 1, 0], [250, 239, 4, 73, 2, 6], [2, 242, 4, 73, 3, 7], [251, 252, 4, 70, 2, 6], [214, 42, 9, 70, 2, 6], [220, 152, 4, 53, 1, 0]]",16
SERVER_16919,2020-07-15 15:41:00,"[[250, 23, 4, 87, 20, 9], [233, 26, 4, 81, 2, 7], [236, 261, 4, 81, 1, 0], [265, 255, 4, 81, 1, 0], [222, 3, 4, 72, 2, 6], [233, 20, 4, 72, 2, 7], [257, 258, 4, 72, 3, 7], [2, 242, 4, 71, 2, 7], [214, 42, 4, 69, 1, 0], [251, 252, 4, 61, 1, 0], [220, 152, 4, 46, 2, 5], [214, 13, 4, 45, 1, 0], [207, 13, 4, 45, 1, 0], [240, 131, 4, 45, 1, 0]]",16
SERVER_26030,2020-05-16 17:44:00,"[[233, 26, 4, 76, 2, 7], [222, 3, 4, 66, 4, 5], [233, 20, 4, 66, 1, 0], [236, 3, 4, 66, 1, 0], [236, 261, 4, 64, 1, 0], [265, 255, 4, 64, 1, 0], [207, 42, 4, 63, 1, 0], [257, 258, 4, 60, 1, 0], [2, 242, 4, 57, 1, 0], [251, 252, 4, 57, 1, 0]]",16
SERVER_26715,2020-07-04 04:38:00,"[[260, 8, 4, 65, 1, 0], [257, 258, 4, 64, 2, 3], [2, 243, 4, 63, 1, 0], [251, 252, 4, 63, 1, 0]]",16
SERVER_26846,2020-09-09 15:23:00,"[[233, 26, 4, 98, 1, 0], [254, 255, 4, 98, 1, 0], [265, 255, 4, 98, 1, 0], [233, 20, 4, 98, 2, 6], [2, 242, 4, 98, 1, 0], [251, 252, 4, 98, 2, 7], [214, 13, 4, 98, 1, 0], [240, 131, 4, 98, 1, 0], [207, 13, 4, 98, 1, 0], [238, 131, 4, 98, 1, 0], [2, 243, 4, 98, 1, 0], [257, 258, 4, 98, 1, 0], [257, 258, 4, 85, 1, 0], [2, 243, 4, 84, 1, 0], [251, 252, 4, 84, 1, 0], [214, 13, 4, 82, 1, 0], [240, 131, 4, 82, 1, 0], [207, 13, 4, 82, 1, 0], [238, 131, 4, 82, 1, 0], [233, 20, 4, 82, 1, 0]]",16
SERVER_26726,2020-02-05 10:11:00,"[[259, 132, 4, 78, 2, 7], [236, 3, 4, 78, 1, 0], [265, 255, 4, 48, 1, 0], [233, 26, 4, 48, 1, 0], [236, 261, 4, 48, 1, 0], [233, 20, 4, 48, 1, 0], [257, 258, 4, 48, 2, 2], [2, 242, 4, 47, 1, 0], [251, 252, 4, 47, 1, 0], [220, 152, 4, 36, 1, 0]]",16
SERVER_26778,2020-01-21 03:14:00,"[[260, 8, 4, 63, 1, 0], [257, 258, 4, 62, 2, 3], [2, 243, 4, 60, 1, 0], [251, 252, 4, 60, 1, 0]]",16
SERVER_7154,2020-06-01 18:44:00,"[[250, 23, 4, 100, 12, 9], [250, 23, 4, 88, 9, 9], [256, 132, 4, 76, 1, 0], [259, 132, 4, 76, 1, 0], [236, 3, 4, 76, 1, 0]]",16
SERVER_6967,2020-07-26 07:56:00,"[[259, 132, 4, 77, 1, 0], [236, 3, 4, 77, 1, 0]]",16
SERVER_26744,2020-05-30 02:17:00,"[[277, 278, 4, 81, 1, 0], [2, 243, 4, 81, 1, 0], [251, 252, 4, 81, 1, 0], [259, 132, 4, 81, 1, 0], [236, 3, 4, 81, 1, 0]]",16
SERVER_25762,2020-02-20 11:58:00,"[[233, 26, 4, 62, 1, 0], [236, 261, 4, 62, 1, 0], [254, 255, 4, 62, 1, 0], [265, 255, 4, 62, 1, 0], [233, 20, 4, 62, 1, 0], [257, 258, 4, 62, 2, 3], [2, 242, 4, 61, 1, 0], [251, 252, 4, 61, 1, 0]]",16
SERVER_15062,2020-03-17 05:12:00,"[[236, 3, 0, 75, 1, 0], [236, 3, 4, 75, 1, 0]]",16
SERVER_26805,2020-02-21 15:16:00,"[[260, 8, 4, 67, 1, 0], [257, 258, 4, 66, 2, 3], [2, 243, 4, 65, 1, 0], [251, 252, 4, 65, 1, 0]]",16
SERVER_26689,2020-06-19 18:24:00,"[[5, 324, 4, 100, 22, 9], [5, 324, 9, 100, 22, 9], [5, 324, 4, 99, 22, 9], [5, 324, 9, 99, 22, 9], [5, 324, 4, 95, 22, 9], [5, 324, 9, 95, 22, 9], [5, 324, 4, 86, 22, 9], [5, 324, 9, 86, 22, 9]]",10
SERVER_26710,2020-06-19 18:10:00,"[[5, 324, 4, 100, 19, 9], [5, 324, 9, 100, 19, 9], [5, 324, 4, 99, 17, 9], [5, 324, 9, 99, 17, 9], [5, 324, 4, 94, 19, 9], [5, 324, 9, 94, 19, 9], [5, 324, 4, 85, 19, 9], [5, 324, 9, 85, 19, 9]]",10
SERVER_17377,2020-11-14 08:09:00,"[[250, 23, 4, 100, 3, 1], [250, 23, 4, 93, 22, 9], [214, 13, 4, 93, 1, 0], [220, 151, 4, 93, 1, 0], [240, 131, 4, 93, 1, 0], [207, 13, 4, 93, 1, 0], [233, 20, 4, 92, 3, 9], [250, 95, 4, 90, 8, 9], [236, 3, 4, 89, 5, 9], [236, 261, 4, 89, 4, 9], [233, 26, 4, 89, 4, 9], [2, 242, 4, 89, 4, 9], [251, 252, 4, 89, 4, 9], [233, 20, 4, 82, 2, 8], [250, 23, 4, 82, 17, 8]]",14
SERVER_15758,2020-05-14 10:15:00,"[[233, 26, 4, 59, 2, 7], [233, 20, 4, 59, 2, 7], [236, 3, 4, 59, 1, 0], [268, 189, 4, 59, 1, 0], [268, 290, 4, 59, 1, 0], [282, 189, 4, 59, 1, 0], [282, 290, 4, 59, 1, 0], [265, 255, 4, 20, 1, 0], [236, 261, 4, 19, 1, 0], [268, 290, 9, 19, 1, 0], [282, 290, 9, 19, 1, 0], [282, 189, 9, 19, 1, 0], [268, 189, 9, 19, 1, 0], [257, 258, 4, 19, 2, 2], [2, 242, 4, 17, 1, 0]]",14
SERVER_5815,2020-04-27 12:00:00,"[[250, 23, 4, 78, 21, 7], [233, 26, 4, 78, 3, 7], [265, 255, 4, 78, 3, 7], [233, 20, 4, 77, 3, 7], [2, 242, 4, 76, 2, 7], [251, 252, 4, 76, 2, 7], [236, 3, 4, 63, 1, 0], [236, 261, 4, 62, 1, 0], [259, 132, 4, 62, 1, 0], [257, 258, 4, 61, 2, 2]]",14
SERVER_25751,2020-05-21 18:22:00,"[[220, 152, 4, 100, 14, 9], [220, 152, 4, 99, 15, 9], [220, 152, 4, 94, 15, 9], [233, 26, 4, 89, 2, 9], [233, 20, 4, 89, 2, 9], [2, 242, 4, 89, 2, 9], [220, 152, 4, 85, 6, 7], [236, 3, 4, 80, 1, 0]]",14
SERVER_5316,2020-06-03 02:32:00,"[[250, 23, 4, 33, 8, 7], [250, 95, 4, 30, 1, 0], [233, 26, 4, 26, 1, 0], [265, 255, 4, 26, 1, 0], [233, 20, 4, 24, 1, 0], [257, 258, 4, 24, 2, 3], [2, 242, 4, 22, 1, 0], [251, 252, 4, 22, 1, 0]]",14
SERVER_25752,2020-05-16 14:19:00,"[[2, 243, 4, 99, 16, 9], [2, 243, 4, 96, 16, 9], [2, 243, 4, 88, 13, 8], [236, 3, 4, 79, 1, 0]]",14
SERVER_26735,2020-11-02 01:16:00,"[[236, 3, 4, 40, 1, 0], [236, 261, 4, 37, 1, 0], [233, 26, 4, 37, 1, 0], [265, 255, 4, 37, 1, 0], [233, 20, 4, 35, 1, 0], [257, 258, 4, 34, 2, 3], [2, 242, 4, 33, 1, 0], [251, 252, 4, 33, 1, 0]]",14
SERVER_2866,2020-09-18 18:16:00,"[[250, 23, 4, 78, 17, 4], [260, 8, 4, 78, 3, 3], [259, 132, 4, 78, 1, 0], [259, 132, 0, 78, 1, 0], [236, 3, 0, 78, 1, 0], [236, 3, 4, 78, 1, 0], [236, 261, 4, 77, 1, 0], [236, 261, 0, 77, 1, 0], [233, 26, 4, 77, 1, 0], [254, 255, 0, 77, 1, 0], [254, 255, 4, 77, 1, 0]]",14
SERVER_7460,2020-01-09 12:39:00,"[[250, 23, 4, 68, 2, 2], [260, 8, 4, 68, 2, 2], [259, 132, 4, 68, 1, 0], [236, 3, 4, 68, 1, 0], [236, 261, 4, 66, 1, 0], [233, 26, 4, 66, 1, 0], [265, 255, 4, 66, 1, 0], [233, 20, 4, 65, 1, 0], [257, 258, 4, 64, 2, 3], [2, 242, 4, 62, 1, 0], [251, 252, 4, 62, 1, 0]]",14
SERVER_25787,2020-11-25 15:10:00,"[[233, 26, 4, 69, 1, 0], [233, 20, 4, 69, 1, 0], [236, 3, 4, 68, 11, 7], [267, 263, 4, 65, 11, 7], [236, 261, 4, 65, 11, 7]]",14
SERVER_25834,2020-06-04 02:13:00,"[[250, 23, 4, 83, 19, 7], [250, 95, 4, 77, 2, 4], [256, 132, 4, 77, 1, 0], [259, 132, 4, 77, 1, 0], [236, 3, 4, 77, 1, 0]]",14
SERVER_26820,2020-02-04 22:57:00,"[[2, 243, 4, 74, 1, 0], [251, 252, 4, 74, 2, 7], [259, 132, 4, 73, 1, 0], [236, 3, 4, 73, 1, 0], [265, 255, 4, 63, 1, 0], [233, 26, 4, 63, 1, 0], [236, 261, 4, 63, 1, 0], [233, 20, 4, 63, 1, 0], [2, 242, 4, 60, 1, 0]]",14
SERVER_26823,2020-01-16 01:27:00,"[[2, 243, 4, 72, 1, 0], [251, 252, 4, 72, 2, 7], [259, 132, 0, 72, 1, 0], [259, 132, 4, 72, 1, 0], [236, 3, 0, 72, 1, 0], [236, 3, 4, 72, 1, 0], [265, 255, 4, 60, 1, 0], [254, 255, 0, 60, 1, 0], [236, 261, 0, 60, 1, 0], [236, 261, 4, 60, 1, 0], [233, 26, 4, 60, 1, 0], [233, 20, 4, 60, 1, 0], [2, 242, 4, 58, 1, 0]]",14
SERVER_25998,2019-12-29 15:56:00,"[[260, 8, 4, 67, 3, 5], [256, 132, 4, 65, 1, 0], [259, 132, 4, 65, 1, 0], [236, 3, 4, 65, 1, 0], [236, 261, 4, 65, 1, 0], [233, 26, 4, 65, 1, 0], [265, 255, 4, 65, 1, 0], [233, 20, 4, 63, 1, 0], [257, 258, 4, 62, 2, 3], [2, 242, 4, 60, 1, 0], [251, 252, 4, 60, 1, 0]]",14
SERVER_25861,2020-08-15 18:13:00,"[[257, 258, 4, 68, 2, 5], [259, 132, 4, 68, 1, 0], [236, 3, 4, 68, 1, 0], [265, 255, 4, 67, 1, 0], [233, 26, 4, 67, 1, 0], [236, 261, 4, 67, 1, 0], [233, 20, 4, 67, 1, 0], [2, 242, 4, 66, 1, 0]]",14
SERVER_2874,2020-01-31 10:40:00,"[[220, 152, 4, 27, 1, 0], [257, 258, 4, 23, 1, 0], [2, 242, 4, 22, 2, 5], [251, 252, 4, 22, 2, 5], [271, 163, 4, 22, 3, 3], [236, 261, 4, 22, 1, 0], [233, 26, 4, 22, 1, 0], [233, 20, 4, 22, 1, 0], [282, 189, 9, 21, 1, 0], [282, 290, 9, 21, 1, 0]]",14
SERVER_3677,2020-01-13 08:16:00,"[[260, 8, 4, 68, 2, 7], [2, 243, 4, 66, 3, 7], [251, 252, 4, 65, 3, 7]]",14
SERVER_25743,2020-01-23 22:42:00,"[[257, 258, 4, 98, 1, 0], [2, 242, 4, 98, 3, 7], [251, 252, 4, 98, 3, 7], [233, 326, 4, 98, 4, 6], [233, 323, 4, 98, 4, 6], [366, 258, 4, 98, 2, 3], [311, 8, 4, 94, 3, 2], [2, 243, 4, 62, 1, 0], [251, 252, 4, 62, 1, 0]]",19
SERVER_25799,2020-06-16 15:31:00,"[[236, 3, 4, 68, 2, 5], [236, 261, 4, 68, 2, 5], [233, 326, 4, 68, 2, 5], [233, 323, 4, 68, 2, 5], [366, 258, 4, 68, 2, 5], [2, 242, 4, 64, 2, 5], [260, 8, 4, 64, 1, 0], [2, 243, 4, 56, 1, 0], [251, 252, 4, 56, 1, 0], [279, 280, 281, 54, 1, 0]]",19
SERVER_25784,2020-07-29 12:31:00,"[[236, 3, 4, 68, 1, 0], [236, 261, 4, 68, 1, 0], [233, 326, 4, 68, 2, 6], [233, 323, 4, 68, 2, 6], [366, 258, 4, 68, 4, 7], [2, 242, 4, 64, 2, 5], [279, 280, 281, 55, 2, 5], [2, 243, 4, 53, 2, 5], [251, 252, 4, 53, 2, 5]]",19
SERVER_25988,2020-02-16 19:35:00,"[[236, 3, 4, 57, 1, 0], [279, 280, 281, 55, 1, 0]]",19
SERVER_4499,2020-03-12 15:40:00,"[[366, 258, 4, 97, 2, 9], [2, 242, 4, 97, 3, 9], [251, 252, 4, 97, 3, 9], [233, 326, 4, 95, 2, 8], [233, 323, 4, 95, 1, 0], [222, 3, 4, 91, 1, 0], [233, 326, 4, 86, 2, 8], [236, 3, 4, 78, 1, 0], [236, 261, 4, 78, 1, 0], [233, 323, 4, 78, 1, 0], [366, 258, 4, 78, 1, 0]]",19
SERVER_25990,2020-02-13 18:58:00,"[[236, 3, 4, 59, 1, 0], [279, 280, 281, 55, 1, 0]]",19
SERVER_25793,2020-04-21 20:41:00,"[[236, 3, 4, 75, 1, 0]]",19
SERVER_4501,2020-03-21 18:41:00,"[[236, 3, 4, 96, 1, 0], [233, 326, 4, 96, 1, 0], [236, 261, 4, 96, 1, 0], [233, 323, 4, 96, 1, 0], [366, 258, 4, 96, 2, 2], [2, 242, 4, 96, 1, 0], [251, 252, 4, 96, 3, 7], [2, 243, 4, 95, 2, 6]]",19
SERVER_25991,2020-07-24 08:00:00,"[[236, 3, 4, 64, 1, 0], [233, 326, 4, 64, 2, 5], [236, 261, 4, 64, 1, 0], [233, 323, 4, 64, 2, 5], [366, 258, 4, 63, 2, 5], [2, 242, 4, 58, 2, 5], [279, 280, 281, 54, 3, 5], [2, 243, 4, 51, 2, 5], [251, 252, 4, 51, 2, 5]]",19
SERVER_25992,2020-08-09 22:24:00,"[[236, 3, 4, 60, 1, 0], [236, 261, 4, 52, 1, 0], [233, 326, 4, 52, 1, 0], [233, 323, 4, 52, 1, 0], [366, 258, 4, 52, 2, 5], [2, 242, 4, 51, 1, 0], [2, 243, 4, 40, 1, 0], [251, 252, 4, 40, 1, 0]]",19
SERVER_26842,2020-06-26 06:08:00,"[[236, 3, 4, 60, 1, 0]]",19
SERVER_25987,2020-08-16 23:06:00,"[[236, 3, 4, 65, 1, 0], [236, 261, 4, 65, 1, 0], [233, 326, 4, 65, 1, 0], [233, 323, 4, 65, 1, 0], [366, 258, 4, 64, 2, 5], [2, 242, 4, 58, 1, 0], [279, 280, 281, 54, 9, 7]]",19
SERVER_17427,2020-07-24 19:00:00,"[[233, 326, 4, 96, 2, 3], [233, 323, 4, 96, 2, 3], [236, 3, 4, 96, 2, 2], [236, 261, 4, 96, 1, 0]]",19
SERVER_26842,2020-06-21 21:03:00,"[[236, 3, 4, 58, 1, 0], [279, 280, 281, 54, 1, 0], [236, 261, 4, 53, 1, 0], [233, 326, 4, 53, 1, 0], [233, 323, 4, 53, 1, 0], [2, 242, 4, 53, 1, 0], [2, 243, 4, 49, 1, 0], [251, 252, 4, 49, 1, 0]]",19
SERVER_26842,2020-10-02 16:42:00,"[[236, 3, 4, 56, 1, 0], [233, 326, 4, 54, 1, 0], [236, 261, 4, 54, 1, 0], [233, 323, 4, 54, 1, 0], [366, 258, 4, 54, 2, 2], [2, 242, 4, 54, 1, 0]]",19
SERVER_23025,2020-08-27 08:40:00,"[[373, 23, 4, 92, 22, 9], [220, 151, 4, 90, 2, 9], [373, 23, 4, 81, 22, 7], [373, 8, 4, 59, 1, 0], [238, 131, 4, 56, 1, 0], [240, 131, 4, 56, 1, 0], [272, 3, 4, 56, 1, 0], [233, 20, 4, 56, 1, 0], [271, 13, 4, 56, 1, 0], [5, 13, 4, 56, 1, 0], [236, 3, 4, 56, 1, 0], [214, 13, 4, 55, 1, 0], [207, 13, 4, 55, 1, 0]]",20
SERVER_23002,2020-09-17 12:36:00,"[[374, 23, 4, 98, 19, 7], [220, 151, 4, 98, 1, 0], [374, 23, 4, 89, 22, 9], [374, 23, 9, 88, 2, 9], [374, 239, 4, 87, 4, 9], [374, 239, 9, 87, 2, 9], [2, 242, 4, 87, 2, 9], [374, 95, 4, 57, 1, 0], [5, 8, 4, 57, 1, 0], [236, 3, 4, 57, 1, 0], [236, 261, 4, 51, 1, 0], [233, 26, 4, 51, 1, 0], [5, 8, 9, 51, 1, 0], [233, 20, 4, 51, 1, 0], [374, 95, 9, 51, 1, 0], [374, 23, 4, 28, 17, 7]]",20
SERVER_6046,2020-03-18 19:28:00,"[[240, 131, 4, 100, 12, 9], [5, 13, 4, 100, 12, 9], [233, 20, 4, 100, 12, 9], [271, 13, 4, 100, 12, 9], [214, 13, 4, 100, 8, 9], [207, 13, 4, 100, 8, 9], [2, 242, 4, 100, 1, 0], [253, 23, 4, 100, 2, 7], [240, 131, 4, 100, 11, 9], [220, 151, 4, 100, 11, 9], [233, 20, 4, 100, 11, 9], [5, 13, 4, 100, 11, 9], [271, 13, 4, 100, 11, 9], [214, 13, 4, 100, 10, 9], [207, 13, 4, 100, 10, 9], [240, 131, 4, 99, 10, 9], [220, 151, 4, 99, 10, 9], [233, 20, 4, 99, 10, 9], [5, 13, 4, 99, 10, 9], [271, 13, 4, 99, 10, 9], [214, 13, 4, 99, 10, 9], [207, 13, 4, 99, 10, 9], [238, 131, 4, 98, 10, 9], [240, 131, 4, 96, 11, 9], [220, 151, 4, 96, 11, 9], [233, 20, 4, 96, 11, 9], [5, 13, 4, 96, 11, 9], [271, 13, 4, 96, 11, 9], [214, 13, 4, 96, 10, 9], [207, 13, 4, 96, 10, 9], [238, 131, 4, 92, 12, 9], [240, 131, 4, 87, 6, 8], [220, 151, 4, 87, 6, 8], [5, 13, 4, 87, 6, 8], [233, 20, 4, 87, 7, 9], [271, 13, 4, 87, 6, 8], [214, 13, 4, 87, 6, 8], [207, 13, 4, 87, 6, 8], [253, 23, 4, 78, 1, 0], [253, 23, 9, 77, 1, 0], [2, 242, 4, 76, 5, 8], [238, 131, 4, 73, 1, 0], [236, 3, 4, 64, 1, 0], [233, 26, 4, 50, 1, 0], [236, 261, 4, 50, 1, 0]]",20
SERVER_26205,2020-10-06 14:07:00,"[[372, 23, 4, 78, 17, 7], [372, 95, 4, 63, 22, 7], [5, 8, 4, 63, 13, 6], [271, 8, 4, 52, 21, 7], [220, 151, 4, 51, 1, 0], [5, 8, 9, 42, 1, 0], [271, 8, 9, 42, 1, 0], [372, 23, 9, 42, 1, 0], [372, 95, 9, 42, 1, 0], [2, 242, 4, 38, 1, 0]]",20
SERVER_17209,2020-07-29 15:39:00,"[[222, 3, 4, 96, 5, 6], [233, 26, 4, 96, 2, 6], [236, 261, 4, 96, 1, 0], [265, 255, 4, 96, 1, 0], [240, 131, 4, 96, 2, 6], [5, 13, 4, 96, 2, 6], [271, 13, 4, 96, 2, 6], [233, 20, 4, 96, 2, 6], [214, 13, 4, 96, 2, 6], [207, 13, 4, 96, 2, 6], [372, 239, 4, 96, 2, 1], [373, 239, 4, 96, 3, 1], [2, 242, 4, 96, 1, 0]]",20
SERVER_26833,2020-07-07 10:58:00,"[[2, 242, 4, 95, 3, 7], [265, 255, 4, 61, 1, 0], [236, 261, 4, 61, 1, 0], [233, 26, 4, 61, 1, 0], [233, 20, 4, 61, 1, 0], [271, 13, 4, 61, 1, 0], [5, 13, 4, 61, 1, 0], [2, 242, 4, 56, 3, 7]]",20
