sn,fault_time,venus_feature
SERVER_26158,2020-08-28 07:21:00,"[[0, 0, 0, 0]]"
SERVER_26857,2020-11-22 15:53:00,"[[0, 0, 0, 0]]"
SERVER_26867,2020-10-13 18:51:00,"[[0, 0, 0, 0]]"
SERVER_26861,2020-09-24 17:36:00,"[[0, 0, 0, 0]]"
SERVER_26159,2020-08-06 15:27:00,"[[0, 0, 0, 0]]"
SERVER_26172,2020-08-20 01:13:00,"[[0, 0, 0, 0]]"
SERVER_26170,2020-08-21 00:06:00,"[[0, 0, 0, 0]]"
SERVER_26137,2020-08-21 16:42:00,"[[0, 0, 0, 0]]"
SERVER_26141,2020-08-21 16:43:00,"[[0, 0, 0, 0]]"
SERVER_26200,2020-10-08 20:31:00,"[[0, 0, 0, 0]]"
SERVER_26222,2020-11-11 20:16:00,"[[0, 0, 0, 0]]"
SERVER_26210,2020-11-12 14:37:00,"[[0, 0, 0, 0]]"
SERVER_27107,2020-10-09 18:28:00,"[[0, 0, 0, 0]]"
SERVER_26126,2020-08-28 03:24:00,"[[0, 0, 0, 0]]"
SERVER_26175,2020-11-20 13:59:00,"[[0, 0, 0, 0]]"
SERVER_26134,2020-09-13 11:10:00,"[[0, 0, 0, 0]]"
SERVER_27110,2020-07-17 12:40:00,"[[0, 0, 0, 0]]"
SERVER_26189,2020-09-18 11:50:00,"[[77, 98, 51, 108], [49, 98, 51, 110], [71, 98, 51, 112]]"
SERVER_26139,2020-09-20 10:17:00,"[[0, 0, 0, 0]]"
SERVER_26872,2020-09-27 17:56:00,"[[0, 0, 0, 0]]"
SERVER_26166,2020-07-31 20:32:00,"[[0, 0, 0, 0]]"
SERVER_26191,2020-09-11 12:07:00,"[[0, 0, 0, 0]]"
SERVER_26133,2020-09-14 18:53:00,"[[0, 0, 0, 0]]"
SERVER_26211,2020-10-30 16:40:00,"[[0, 0, 0, 0]]"
SERVER_26143,2020-08-21 15:33:00,"[[0, 0, 0, 0]]"
SERVER_26869,2020-10-10 11:34:00,"[[0, 0, 0, 0]]"
SERVER_27086,2020-05-17 18:09:00,"[[0, 0, 0, 0]]"
SERVER_26359,2020-03-23 07:35:00,"[[0, 0, 0, 0]]"
SERVER_10485,2020-06-02 17:14:00,"[[0, 0, 0, 0]]"
SERVER_26367,2020-01-29 19:21:00,"[[0, 0, 0, 0]]"
SERVER_10180,2020-09-14 08:50:00,"[[2, 3, 4, 5], [12, 9, 10, 114]]"
SERVER_10466,2020-10-02 09:17:00,"[[2, 3, 4, 115], [8, 9, 10, 115]]"
SERVER_9440,2020-09-28 17:46:00,"[[2, 3, 4, 116], [12, 25, 10, 116]]"
SERVER_7869,2020-02-14 18:15:00,"[[0, 0, 0, 0]]"
SERVER_9029,2020-09-12 14:42:00,"[[0, 0, 0, 0]]"
SERVER_26509,2020-01-25 13:17:00,"[[0, 0, 0, 0]]"
SERVER_27462,2020-07-20 17:33:00,"[[0, 0, 0, 0]]"
SERVER_9088,2020-07-18 04:24:00,"[[0, 0, 0, 0]]"
SERVER_26389,2020-09-01 16:01:00,"[[0, 0, 0, 0]]"
SERVER_23000,2020-10-27 11:16:00,"[[2, 3, 4, 120]]"
SERVER_7729,2020-01-11 19:50:00,"[[0, 0, 0, 0]]"
SERVER_13386,2020-03-06 10:17:00,"[[0, 0, 0, 0]]"
SERVER_13461,2020-10-24 19:57:00,"[[2, 3, 4, 121]]"
SERVER_9329,2020-04-06 00:19:00,"[[0, 0, 0, 0]]"
SERVER_26266,2020-04-15 15:16:00,"[[0, 0, 0, 0]]"
SERVER_26492,2020-11-25 11:21:00,"[[77, 50, 51, 122], [49, 50, 51, 123], [8, 41, 64, 5], [71, 50, 51, 124]]"
SERVER_20575,2020-08-08 05:10:00,"[[0, 0, 0, 0]]"
SERVER_9333,2020-06-25 05:18:00,"[[0, 0, 0, 0]]"
SERVER_13480,2020-10-03 06:01:00,"[[2, 3, 4, 125], [8, 25, 10, 125]]"
SERVER_26464,2020-08-14 14:35:00,"[[0, 0, 0, 0]]"
SERVER_10516,2020-02-24 16:03:00,"[[0, 0, 0, 0]]"
SERVER_8596,2020-08-05 19:41:00,"[[0, 0, 0, 0]]"
SERVER_13612,2020-09-19 02:57:00,"[[2, 3, 4, 126]]"
SERVER_20215,2020-04-17 12:54:00,"[[0, 0, 0, 0]]"
SERVER_8797,2020-10-26 16:33:00,"[[2, 3, 4, 127], [8, 25, 10, 127]]"
SERVER_9434,2020-03-28 11:49:00,"[[0, 0, 0, 0]]"
SERVER_7627,2020-08-29 04:51:00,"[[2, 3, 4, 128], [12, 14, 10, 128]]"
SERVER_8980,2020-10-01 05:45:00,"[[2, 3, 4, 130], [8, 14, 10, 130]]"
SERVER_8416,2020-03-12 19:03:00,"[[0, 0, 0, 0]]"
SERVER_8920,2020-07-14 07:30:00,"[[0, 0, 0, 0]]"
SERVER_8971,2020-02-20 06:45:00,"[[0, 0, 0, 0]]"
SERVER_8676,2020-10-20 18:12:00,"[[2, 3, 4, 144], [12, 9, 10, 145]]"
SERVER_7590,2020-04-10 18:26:00,"[[0, 0, 0, 0]]"
SERVER_13268,2020-05-16 03:34:00,"[[0, 0, 0, 0]]"
SERVER_22864,2020-06-24 09:35:00,"[[0, 0, 0, 0]]"
SERVER_20269,2020-07-21 12:35:00,"[[0, 0, 0, 0]]"
SERVER_20247,2020-05-01 21:29:00,"[[0, 0, 0, 0]]"
SERVER_8734,2020-10-31 18:40:00,"[[2, 3, 4, 146], [8, 9, 10, 146]]"
SERVER_7811,2020-05-26 14:25:00,"[[0, 0, 0, 0]]"
SERVER_27064,2020-09-25 14:37:00,"[[2, 3, 4, 147]]"
SERVER_27452,2020-09-04 23:30:00,"[[0, 0, 0, 0]]"
SERVER_26556,2020-01-17 15:39:00,"[[0, 0, 0, 0]]"
SERVER_7945,2020-02-13 19:57:00,"[[0, 0, 0, 0]]"
SERVER_27403,2020-07-27 13:55:00,"[[0, 0, 0, 0]]"
SERVER_10459,2020-10-01 05:54:00,"[[2, 3, 4, 5], [8, 25, 10, 148]]"
SERVER_22832,2020-08-01 11:50:00,"[[0, 0, 0, 0]]"
SERVER_27455,2020-07-28 18:49:00,"[[0, 0, 0, 0]]"
SERVER_20292,2020-09-08 10:57:00,"[[0, 0, 0, 0]]"
SERVER_9335,2020-08-29 17:53:00,"[[2, 3, 4, 149], [12, 9, 10, 149]]"
SERVER_13072,2020-03-09 21:29:00,"[[0, 0, 0, 0]]"
SERVER_8453,2020-09-03 14:41:00,"[[2, 3, 4, 5], [8, 9, 10, 150]]"
SERVER_26527,2020-10-15 16:32:00,"[[12, 25, 10, 151]]"
SERVER_7997,2020-05-04 11:27:00,"[[0, 0, 0, 0]]"
SERVER_10922,2020-09-25 20:00:00,"[[2, 3, 4, 152], [12, 9, 10, 152]]"
SERVER_26364,2020-01-29 09:24:00,"[[0, 0, 0, 0]]"
SERVER_8976,2020-03-15 10:41:00,"[[0, 0, 0, 0]]"
SERVER_27480,2020-08-14 19:36:00,"[[0, 0, 0, 0]]"
SERVER_26638,2020-03-06 14:05:00,"[[0, 0, 0, 0]]"
SERVER_8603,2020-02-19 16:49:00,"[[0, 0, 0, 0]]"
SERVER_8212,2020-03-13 04:37:00,"[[0, 0, 0, 0]]"
SERVER_9534,2020-10-29 12:45:00,"[[0, 0, 0, 0]]"
SERVER_8368,2020-05-04 20:51:00,"[[0, 0, 0, 0]]"
SERVER_27479,2020-08-14 19:35:00,"[[0, 0, 0, 0]]"
SERVER_26403,2020-01-24 09:36:00,"[[0, 0, 0, 0]]"
SERVER_26254,2020-01-14 11:36:00,"[[0, 0, 0, 0]]"
SERVER_26493,2020-08-20 18:05:00,"[[0, 0, 0, 0]]"
SERVER_26229,2020-05-05 12:30:00,"[[0, 0, 0, 0]]"
SERVER_10473,2020-10-28 09:35:00,"[[0, 0, 0, 0]]"
SERVER_22948,2020-09-14 19:48:00,"[[2, 3, 4, 154]]"
SERVER_27421,2020-10-01 01:07:00,"[[0, 0, 0, 0]]"
SERVER_27458,2020-07-16 06:36:00,"[[0, 0, 0, 0]]"
SERVER_9304,2020-05-29 12:06:00,"[[0, 0, 0, 0]]"
SERVER_27444,2020-11-17 06:21:00,"[[0, 0, 0, 0]]"
SERVER_26543,2020-10-14 17:19:00,"[[0, 0, 0, 0]]"
SERVER_26373,2020-02-20 22:33:00,"[[0, 0, 0, 0]]"
SERVER_13492,2020-02-10 20:21:00,"[[0, 0, 0, 0]]"
SERVER_27087,2020-11-03 20:15:00,"[[0, 0, 0, 0]]"
SERVER_10340,2020-06-18 11:45:00,"[[0, 0, 0, 0]]"
SERVER_10770,2020-03-08 19:23:00,"[[0, 0, 0, 0]]"
SERVER_7585,2020-04-22 01:18:00,"[[0, 0, 0, 0]]"
SERVER_26419,2020-06-11 15:22:00,"[[0, 0, 0, 0]]"
SERVER_27463,2020-07-16 12:54:00,"[[0, 0, 0, 0]]"
SERVER_8697,2020-02-29 16:26:00,"[[0, 0, 0, 0]]"
SERVER_26549,2020-05-03 03:52:00,"[[0, 0, 0, 0]]"
SERVER_20246,2020-04-26 04:10:00,"[[0, 0, 0, 0]]"
SERVER_27414,2020-08-13 09:55:00,"[[0, 0, 0, 0]]"
SERVER_10501,2020-02-10 09:55:00,"[[0, 0, 0, 0]]"
SERVER_26426,2020-05-01 12:04:00,"[[0, 0, 0, 0]]"
SERVER_10923,2020-06-02 00:59:00,"[[0, 0, 0, 0]]"
SERVER_7971,2020-09-29 07:24:00,"[[0, 0, 0, 0]]"
SERVER_8898,2020-01-26 12:29:00,"[[0, 0, 0, 0]]"
SERVER_26560,2020-05-03 11:53:00,"[[0, 0, 0, 0]]"
SERVER_26639,2020-03-28 01:16:00,"[[0, 0, 0, 0]]"
SERVER_27078,2020-09-18 13:43:00,"[[2, 3, 4, 157], [8, 14, 10, 157]]"
SERVER_26537,2020-02-01 15:48:00,"[[0, 0, 0, 0]]"
SERVER_27111,2020-09-30 00:53:00,"[[0, 0, 0, 0]]"
SERVER_9010,2020-09-20 19:06:00,"[[0, 0, 0, 0]]"
SERVER_8619,2020-08-21 22:28:00,"[[0, 0, 0, 0]]"
SERVER_26232,2020-01-15 14:45:00,"[[0, 0, 0, 0]]"
SERVER_26311,2020-04-15 11:30:00,"[[0, 0, 0, 0]]"
SERVER_8618,2020-04-19 08:36:00,"[[0, 0, 0, 0]]"
SERVER_9678,2020-10-08 02:06:00,"[[2, 3, 4, 158]]"
SERVER_27100,2020-06-08 21:45:00,"[[0, 0, 0, 0]]"
SERVER_10953,2020-06-07 13:37:00,"[[0, 0, 0, 0]]"
SERVER_8556,2020-04-16 11:52:00,"[[0, 0, 0, 0]]"
SERVER_26648,2020-05-05 23:51:00,"[[0, 0, 0, 0]]"
SERVER_7640,2020-01-14 20:53:00,"[[0, 0, 0, 0]]"
SERVER_7598,2020-06-20 21:24:00,"[[0, 0, 0, 0]]"
SERVER_26640,2020-08-04 09:51:00,"[[0, 0, 0, 0]]"
SERVER_26358,2020-02-05 13:21:00,"[[0, 0, 0, 0]]"
SERVER_26550,2020-04-08 19:35:00,"[[0, 0, 0, 0]]"
SERVER_22903,2020-07-18 16:06:00,"[[0, 0, 0, 0]]"
SERVER_26371,2020-05-22 13:42:00,"[[0, 0, 0, 0]]"
SERVER_26506,2020-05-29 10:16:00,"[[0, 0, 0, 0]]"
SERVER_26227,2020-05-23 19:48:00,"[[0, 0, 0, 0]]"
SERVER_9730,2020-10-03 18:33:00,"[[0, 0, 0, 0]]"
SERVER_26687,2020-05-15 08:22:00,"[[0, 0, 0, 0]]"
SERVER_26357,2020-09-20 14:07:00,"[[0, 0, 0, 0]]"
SERVER_26344,2020-03-07 04:19:00,"[[0, 0, 0, 0]]"
SERVER_22842,2020-11-11 06:53:00,"[[0, 0, 0, 0]]"
SERVER_10448,2020-09-18 21:01:00,"[[71, 50, 51, 170]]"
SERVER_27482,2020-08-27 16:00:00,"[[0, 0, 0, 0]]"
SERVER_20417,2020-05-02 09:12:00,"[[0, 0, 0, 0]]"
SERVER_26668,2020-10-10 04:51:00,"[[77, 50, 51, 171], [49, 50, 51, 173], [73, 175, 176, 177], [62, 41, 42, 178], [40, 41, 42, 178], [181, 175, 176, 182], [71, 50, 51, 5]]"
SERVER_26413,2020-03-19 23:28:00,"[[0, 0, 0, 0]]"
SERVER_26325,2020-01-05 15:42:00,"[[0, 0, 0, 0]]"
SERVER_8743,2020-07-09 14:38:00,"[[0, 0, 0, 0]]"
SERVER_26487,2020-10-05 01:55:00,"[[0, 0, 0, 0]]"
SERVER_8892,2020-03-27 14:40:00,"[[0, 0, 0, 0]]"
SERVER_7617,2020-02-25 18:18:00,"[[0, 0, 0, 0]]"
SERVER_27448,2020-08-30 11:01:00,"[[0, 0, 0, 0]]"
SERVER_27443,2020-11-07 11:35:00,"[[0, 0, 0, 0]]"
SERVER_26264,2020-08-23 03:11:00,"[[0, 0, 0, 0]]"
SERVER_10152,2020-06-16 21:42:00,"[[0, 0, 0, 0]]"
SERVER_27059,2020-09-19 19:18:00,"[[0, 0, 0, 0]]"
SERVER_26541,2020-04-19 19:38:00,"[[0, 0, 0, 0]]"
SERVER_26326,2020-08-27 13:44:00,"[[49, 50, 51, 185], [40, 41, 42, 186]]"
SERVER_26376,2020-05-12 16:08:00,"[[0, 0, 0, 0]]"
SERVER_26363,2020-04-03 10:01:00,"[[0, 0, 0, 0]]"
SERVER_26365,2020-01-28 19:16:00,"[[0, 0, 0, 0]]"
SERVER_26485,2020-11-12 12:47:00,"[[0, 0, 0, 0]]"
SERVER_26565,2020-04-08 22:30:00,"[[0, 0, 0, 0]]"
SERVER_20268,2020-05-02 17:07:00,"[[0, 0, 0, 0]]"
SERVER_26252,2020-02-25 20:33:00,"[[0, 0, 0, 0]]"
SERVER_26449,2020-07-19 19:10:00,"[[0, 0, 0, 0]]"
SERVER_26448,2020-04-24 22:53:00,"[[0, 0, 0, 0]]"
SERVER_26428,2020-05-05 10:33:00,"[[0, 0, 0, 0]]"
SERVER_26348,2020-07-10 21:55:00,"[[0, 0, 0, 0]]"
SERVER_9637,2020-11-25 09:40:00,"[[0, 0, 0, 0]]"
SERVER_26301,2020-05-20 18:13:00,"[[0, 0, 0, 0]]"
SERVER_22966,2020-07-30 20:07:00,"[[0, 0, 0, 0]]"
SERVER_27104,2020-07-04 15:43:00,"[[0, 0, 0, 0]]"
SERVER_27428,2020-11-10 09:06:00,"[[0, 0, 0, 0]]"
SERVER_26434,2020-05-12 15:12:00,"[[0, 0, 0, 0]]"
SERVER_26533,2020-01-11 21:55:00,"[[0, 0, 0, 0]]"
SERVER_26244,2020-01-12 19:24:00,"[[0, 0, 0, 0]]"
SERVER_26443,2020-01-30 14:02:00,"[[0, 0, 0, 0]]"
SERVER_22874,2020-09-18 10:08:00,"[[2, 3, 4, 5], [8, 14, 10, 187]]"
SERVER_10932,2020-02-10 05:18:00,"[[0, 0, 0, 0]]"
SERVER_26446,2020-02-23 10:30:00,"[[0, 0, 0, 0]]"
SERVER_27415,2020-07-25 13:25:00,"[[0, 0, 0, 0]]"
SERVER_27435,2020-10-09 17:19:00,"[[0, 0, 0, 0]]"
SERVER_26686,2019-12-29 22:28:00,"[[0, 0, 0, 0]]"
SERVER_26538,2020-02-16 13:38:00,"[[0, 0, 0, 0]]"
SERVER_26284,2020-01-13 13:42:00,"[[0, 0, 0, 0]]"
SERVER_26530,2020-10-08 15:49:00,"[[2, 3, 4, 188]]"
SERVER_26532,2020-10-17 16:27:00,"[[66, 67, 189, 5]]"
SERVER_7785,2020-08-25 12:49:00,"[[0, 0, 0, 0]]"
SERVER_26252,2020-04-15 02:27:00,"[[0, 0, 0, 0]]"
SERVER_26532,2020-09-19 04:59:00,"[[0, 0, 0, 0]]"
SERVER_13284,2020-06-23 22:45:00,"[[0, 0, 0, 0]]"
SERVER_26371,2020-05-03 04:36:00,"[[0, 0, 0, 0]]"
SERVER_8204,2020-10-29 08:18:00,"[[194, 195, 80, 5]]"
SERVER_23057,2020-09-18 22:18:00,"[[0, 0, 0, 0]]"
SERVER_26543,2020-09-01 23:19:00,"[[71, 50, 132, 155]]"
SERVER_8591,2020-05-20 16:09:00,"[[0, 0, 0, 0]]"
SERVER_26446,2020-07-19 15:54:00,"[[0, 0, 0, 0]]"
SERVER_8920,2020-02-11 12:03:00,"[[0, 0, 0, 0]]"
SERVER_9033,2020-05-28 09:48:00,"[[0, 0, 0, 0]]"
SERVER_7617,2020-03-04 19:29:00,"[[0, 0, 0, 0]]"
SERVER_13055,2020-09-28 06:23:00,"[[2, 3, 4, 196], [8, 9, 10, 196]]"
SERVER_13199,2020-08-07 06:18:00,"[[0, 0, 0, 0]]"
SERVER_12168,2020-06-14 16:53:00,"[[0, 0, 0, 0]]"
SERVER_11989,2020-02-28 21:46:00,"[[0, 0, 0, 0]]"
SERVER_26591,2020-01-29 06:42:00,"[[0, 0, 0, 0]]"
SERVER_26617,2020-07-15 18:15:00,"[[0, 0, 0, 0]]"
SERVER_12184,2020-05-26 21:30:00,"[[0, 0, 0, 0]]"
SERVER_11731,2020-01-23 20:52:00,"[[0, 0, 0, 0]]"
SERVER_26300,2020-05-30 12:22:00,"[[0, 0, 0, 0]]"
SERVER_26582,2020-11-09 18:02:00,"[[181, 105, 199, 200], [71, 105, 176, 201]]"
SERVER_12168,2020-04-14 12:04:00,"[[0, 0, 0, 0]]"
SERVER_13298,2020-11-03 11:06:00,"[[0, 0, 0, 0]]"
SERVER_12229,2020-11-19 20:02:00,"[[0, 0, 0, 0]]"
SERVER_12184,2020-05-31 20:14:00,"[[0, 0, 0, 0]]"
SERVER_26599,2020-09-19 20:31:00,"[[0, 0, 0, 0]]"
SERVER_10504,2020-05-10 16:10:00,"[[0, 0, 0, 0]]"
SERVER_11532,2020-02-26 19:40:00,"[[0, 0, 0, 0]]"
SERVER_26593,2020-08-08 10:37:00,"[[0, 0, 0, 0]]"
SERVER_13488,2020-01-04 18:41:00,"[[0, 0, 0, 0]]"
SERVER_13401,2020-01-22 22:11:00,"[[0, 0, 0, 0]]"
SERVER_26608,2020-01-14 08:42:00,"[[0, 0, 0, 0]]"
SERVER_7678,2020-04-01 19:42:00,"[[0, 0, 0, 0]]"
SERVER_27113,2020-07-23 18:21:00,"[[0, 0, 0, 0]]"
SERVER_11559,2020-02-10 20:10:00,"[[0, 0, 0, 0]]"
SERVER_11856,2020-01-02 15:16:00,"[[0, 0, 0, 0]]"
SERVER_11862,2020-02-16 13:41:00,"[[0, 0, 0, 0]]"
SERVER_11750,2020-03-20 19:08:00,"[[0, 0, 0, 0]]"
SERVER_26661,2020-04-28 21:15:00,"[[0, 0, 0, 0]]"
SERVER_26606,2020-05-15 01:15:00,"[[0, 0, 0, 0]]"
SERVER_26672,2020-04-29 15:00:00,"[[0, 0, 0, 0]]"
SERVER_26628,2020-04-01 21:57:00,"[[0, 0, 0, 0]]"
SERVER_26657,2020-07-13 04:53:00,"[[0, 0, 0, 0]]"
SERVER_10894,2020-01-29 14:12:00,"[[0, 0, 0, 0]]"
SERVER_11914,2020-05-21 11:49:00,"[[0, 0, 0, 0]]"
SERVER_26584,2020-10-24 08:35:00,"[[0, 0, 0, 0]]"
SERVER_7629,2020-07-30 22:20:00,"[[0, 0, 0, 0]]"
SERVER_11398,2020-07-14 03:10:00,"[[0, 0, 0, 0]]"
SERVER_27112,2020-10-16 11:35:00,"[[0, 0, 0, 0]]"
SERVER_26597,2020-01-27 22:46:00,"[[0, 0, 0, 0]]"
SERVER_26582,2020-10-21 13:46:00,"[[0, 0, 0, 0]]"
SERVER_26248,2020-05-30 20:52:00,"[[0, 0, 0, 0]]"
SERVER_11731,2020-04-13 13:44:00,"[[0, 0, 0, 0]]"
SERVER_26270,2020-03-15 18:24:00,"[[0, 0, 0, 0]]"
SERVER_26580,2020-04-07 20:44:00,"[[0, 0, 0, 0]]"
SERVER_26518,2020-03-04 03:07:00,"[[0, 0, 0, 0]]"
SERVER_12222,2020-07-07 03:11:00,"[[0, 0, 0, 0]]"
SERVER_11397,2020-10-14 21:11:00,"[[0, 0, 0, 0]]"
SERVER_13343,2020-02-29 10:30:00,"[[0, 0, 0, 0]]"
SERVER_26587,2020-05-12 03:31:00,"[[0, 0, 0, 0]]"
SERVER_26253,2020-04-03 04:11:00,"[[0, 0, 0, 0]]"
SERVER_26235,2020-07-06 06:16:00,"[[0, 0, 0, 0]]"
SERVER_12281,2020-01-16 15:40:00,"[[0, 0, 0, 0]]"
SERVER_26578,2020-07-07 21:21:00,"[[0, 0, 0, 0]]"
SERVER_11923,2020-10-20 17:35:00,"[[0, 0, 0, 0]]"
SERVER_11929,2020-11-04 22:06:00,"[[0, 0, 0, 0]]"
SERVER_11732,2020-09-18 08:37:00,"[[0, 0, 0, 0]]"
SERVER_11904,2020-06-12 16:49:00,"[[0, 0, 0, 0]]"
SERVER_26672,2020-08-08 18:41:00,"[[0, 0, 0, 0]]"
SERVER_11521,2020-01-14 16:45:00,"[[0, 0, 0, 0]]"
SERVER_26620,2020-03-28 12:21:00,"[[0, 0, 0, 0]]"
SERVER_12449,2020-07-03 18:55:00,"[[0, 0, 0, 0]]"
SERVER_26681,2020-04-11 14:38:00,"[[0, 0, 0, 0]]"
SERVER_27092,2020-07-15 18:29:00,"[[0, 0, 0, 0]]"
SERVER_13178,2020-04-14 16:54:00,"[[0, 0, 0, 0]]"
SERVER_27051,2020-06-25 18:32:00,"[[0, 0, 0, 0]]"
SERVER_12960,2020-02-09 07:16:00,"[[0, 0, 0, 0]]"
SERVER_13536,2020-10-12 11:38:00,"[[8, 9, 10, 204]]"
SERVER_13567,2020-08-15 20:14:00,"[[0, 0, 0, 0]]"
SERVER_26685,2020-01-29 18:44:00,"[[0, 0, 0, 0]]"
SERVER_26677,2020-05-31 01:53:00,"[[0, 0, 0, 0]]"
SERVER_13564,2020-05-09 06:44:00,"[[0, 0, 0, 0]]"
SERVER_26675,2020-03-12 02:08:00,"[[0, 0, 0, 0]]"
SERVER_20012,2020-04-12 17:37:00,"[[0, 0, 0, 0]]"
SERVER_26276,2020-10-01 09:48:00,"[[0, 0, 0, 0]]"
SERVER_7671,2020-09-24 23:51:00,"[[0, 0, 0, 0]]"
SERVER_26280,2020-10-08 14:36:00,"[[0, 0, 0, 0]]"
SERVER_13542,2020-03-15 06:44:00,"[[0, 0, 0, 0]]"
SERVER_26681,2020-10-10 19:41:00,"[[0, 0, 0, 0]]"
SERVER_26274,2020-03-25 17:39:00,"[[0, 0, 0, 0]]"
SERVER_13553,2020-01-16 07:48:00,"[[0, 0, 0, 0]]"
SERVER_26679,2020-06-21 01:17:00,"[[0, 0, 0, 0]]"
SERVER_27051,2020-05-16 13:02:00,"[[0, 0, 0, 0]]"
SERVER_26269,2020-03-17 09:01:00,"[[0, 0, 0, 0]]"
SERVER_27052,2020-06-11 13:24:00,"[[0, 0, 0, 0]]"
SERVER_27053,2020-07-20 21:39:00,"[[0, 0, 0, 0]]"
SERVER_13533,2020-02-09 20:36:00,"[[0, 0, 0, 0]]"
SERVER_13446,2020-03-12 01:31:00,"[[0, 0, 0, 0]]"
SERVER_13446,2019-12-28 03:55:00,"[[0, 0, 0, 0]]"
SERVER_13446,2020-04-09 11:46:00,"[[0, 0, 0, 0]]"
SERVER_13550,2020-05-07 09:38:00,"[[0, 0, 0, 0]]"
SERVER_7907,2020-02-18 09:33:00,"[[0, 0, 0, 0]]"
SERVER_26555,2020-09-07 12:12:00,"[[194, 67, 138, 5]]"
SERVER_20355,2020-11-01 04:00:00,"[[77, 50, 51, 205], [49, 50, 51, 207], [62, 41, 42, 209], [40, 41, 42, 210], [71, 50, 51, 211]]"
SERVER_20377,2020-08-22 14:40:00,"[[0, 0, 0, 0]]"
SERVER_27084,2020-05-23 17:39:00,"[[0, 0, 0, 0]]"
SERVER_10985,2020-03-29 02:12:00,"[[0, 0, 0, 0]]"
SERVER_27101,2020-08-01 16:17:00,"[[0, 0, 0, 0]]"
SERVER_20355,2020-04-23 05:40:00,"[[0, 0, 0, 0]]"
SERVER_20369,2020-04-22 06:48:00,"[[0, 0, 0, 0]]"
SERVER_12497,2020-11-11 09:55:00,"[[8, 9, 10, 222]]"
SERVER_26631,2020-08-24 20:10:00,"[[0, 0, 0, 0]]"
SERVER_12465,2020-06-25 05:35:00,"[[0, 0, 0, 0]]"
SERVER_10037,2020-01-11 22:10:00,"[[0, 0, 0, 0]]"
SERVER_26627,2020-05-03 14:41:00,"[[0, 0, 0, 0]]"
SERVER_20448,2020-04-30 04:42:00,"[[0, 0, 0, 0]]"
SERVER_26377,2020-04-16 02:11:00,"[[0, 0, 0, 0]]"
SERVER_26277,2020-10-20 14:01:00,"[[0, 0, 0, 0]]"
SERVER_26589,2019-12-28 05:39:00,"[[0, 0, 0, 0]]"
SERVER_26542,2020-02-13 06:03:00,"[[0, 0, 0, 0]]"
SERVER_26574,2020-04-10 20:18:00,"[[0, 0, 0, 0]]"
SERVER_20509,2020-10-02 09:48:00,"[[0, 0, 0, 0]]"
SERVER_8790,2020-01-22 07:32:00,"[[0, 0, 0, 0]]"
SERVER_8786,2020-03-06 02:11:00,"[[0, 0, 0, 0]]"
SERVER_26571,2020-03-04 21:42:00,"[[0, 0, 0, 0]]"
SERVER_10445,2020-03-21 23:27:00,"[[0, 0, 0, 0]]"
SERVER_20049,2020-04-13 17:50:00,"[[0, 0, 0, 0]]"
SERVER_26563,2020-01-25 08:08:00,"[[0, 0, 0, 0]]"
SERVER_26568,2020-03-24 17:54:00,"[[0, 0, 0, 0]]"
SERVER_11047,2020-10-31 05:05:00,"[[0, 0, 0, 0]]"
SERVER_10623,2020-01-30 10:26:00,"[[0, 0, 0, 0]]"
SERVER_27474,2020-08-01 17:18:00,"[[0, 0, 0, 0]]"
SERVER_26482,2020-10-31 18:54:00,"[[2, 3, 4, 226], [8, 9, 10, 226]]"
SERVER_9716,2020-03-01 23:21:00,"[[0, 0, 0, 0]]"
SERVER_27476,2020-08-26 15:35:00,"[[0, 0, 0, 0]]"
SERVER_27473,2020-07-31 11:46:00,"[[0, 0, 0, 0]]"
SERVER_10897,2020-04-25 16:16:00,"[[0, 0, 0, 0]]"
SERVER_27445,2020-10-14 21:15:00,"[[0, 0, 0, 0]]"
SERVER_9940,2020-08-02 15:51:00,"[[0, 0, 0, 0]]"
SERVER_9580,2020-07-13 03:23:00,"[[0, 0, 0, 0]]"
SERVER_20597,2020-07-28 22:09:00,"[[0, 0, 0, 0]]"
SERVER_27109,2020-07-23 22:57:00,"[[0, 0, 0, 0]]"
SERVER_27402,2020-05-06 17:53:00,"[[0, 0, 0, 0]]"
SERVER_23064,2020-10-28 22:34:00,"[[0, 0, 0, 0]]"
SERVER_22908,2020-06-20 20:14:00,"[[0, 0, 0, 0]]"
SERVER_20588,2020-09-11 20:14:00,"[[227, 228, 0, 0], [47, 48, 0, 0], [12, 9, 10, 244]]"
SERVER_13498,2020-11-17 11:04:00,"[[8, 9, 10, 245]]"
SERVER_20188,2020-11-06 05:17:00,"[[2, 3, 4, 247]]"
SERVER_26671,2020-11-06 21:03:00,"[[2, 3, 4, 250]]"
SERVER_26652,2020-04-20 12:41:00,"[[0, 0, 0, 0]]"
SERVER_9723,2020-01-17 11:38:00,"[[0, 0, 0, 0]]"
SERVER_13292,2020-08-05 16:49:00,"[[0, 0, 0, 0]]"
SERVER_26520,2020-04-20 12:38:00,"[[0, 0, 0, 0]]"
SERVER_11700,2020-06-12 02:32:00,"[[0, 0, 0, 0]]"
SERVER_11691,2020-10-24 19:48:00,"[[0, 0, 0, 0]]"
SERVER_26643,2020-04-19 01:49:00,"[[0, 0, 0, 0]]"
SERVER_16921,2020-10-28 16:01:00,"[[0, 0, 0, 0]]"
